Cliente_ID,prob_compra,MoHoPol
1256,0.17740203905195245,1
2561,0.17727399982193004,0
3558,0.17599389570486987,0
367,0.17538145142537157,1
188,0.17534269485166334,0
3347,0.17534269485166334,0
4168,0.17534269485166334,1
303,0.17534269485166334,0
3876,0.17533785788420952,0
1065,0.17477466621904814,0
1437,0.17445733974302421,0
454,0.17437022649589778,0
3700,0.17437022649589778,0
457,0.17417309063391603,0
302,0.17330697091095268,1
4174,0.17315349926522433,1
372,0.17297786652885308,0
85,0.17282851673956043,1
2514,0.17278019099099828,0
4036,0.17276098652434066,0
1451,0.17238959257225173,0
3366,0.17238959257225173,0
2208,0.17157021599227823,1
1103,0.17154170126188292,0
2974,0.17152968470317134,0
2964,0.171263983454793,0
4316,0.17122000664627635,0
373,0.17122000664627635,0
4151,0.1705688659721835,0
1817,0.16996283811238175,0
729,0.16993843245006143,1
1828,0.16939125540433228,0
4440,0.169082072917453,0
1371,0.16892659789617986,0
3215,0.16892121295753595,0
1076,0.16892121295753595,0
4218,0.16875671975903753,0
2680,0.1686760548854067,0
1064,0.16843695339521836,0
1680,0.1676536348318835,0
2115,0.16752187583732067,0
3872,0.16740811298604028,0
44,0.16731208713039936,0
326,0.16718692668685364,0
218,0.16683333769017802,0
4263,0.16626749570384872,0
705,0.1658730812905061,0
661,0.16514218271399803,0
4235,0.16470144066474604,0
3144,0.1646250213900199,0
1613,0.16448613936804607,0
3814,0.16448613936804607,0
4030,0.16407289284990828,0
798,0.1638728694814917,0
2184,0.16353273613235123,0
988,0.16346364133337937,0
4363,0.16304967991748887,0
1236,0.16298791382449454,0
382,0.162833468969829,0
71,0.16272220743473773,1
260,0.16272220743473773,0
941,0.162584737578799,0
2464,0.16196561197175732,1
358,0.16105760770221095,0
3300,0.1606533226478817,0
4463,0.16057151630334418,1
2911,0.16026920372229617,0
283,0.16025189901728845,0
3176,0.1602430666774035,0
542,0.16004067973381533,0
446,0.15979693915956836,0
4041,0.15965336414067033,0
1144,0.15965336414067033,1
502,0.15961575717122722,0
566,0.15949266630587336,0
331,0.15877013577047489,0
31,0.15877013577047489,0
2625,0.15854297337136783,0
1545,0.15853940496004154,0
857,0.15852555790712652,0
4208,0.1584369585478073,0
3415,0.1584369585478073,0
907,0.15824799221719352,0
3860,0.15761855409286257,0
4550,0.15727317611676206,0
3702,0.15709910581661443,0
171,0.15709910581661443,0
165,0.1570371340877317,0
3253,0.1570371340877317,0
3480,0.1570371340877317,0
514,0.1570371340877317,0
3518,0.15702336750368895,0
104,0.1568998286036626,0
2362,0.1565583599167269,0
1968,0.1565583599167269,0
1606,0.1565583599167269,0
1154,0.15625829928293017,1
2793,0.15623865215596844,0
3454,0.1556420287458917,0
1066,0.1556420287458917,0
121,0.15509277391461315,0
4154,0.15449224778035,0
2308,0.1544914156743437,0
118,0.1544507367326629,0
443,0.1540682546277817,1
298,0.1540682546277817,0
886,0.15376990220040765,1
2349,0.15358343106310182,0
547,0.15348012769896513,0
3392,0.15348012769896513,0
1671,0.15333987741752164,0
2882,0.15269154484372796,0
3029,0.15260104129371843,0
4085,0.15180413258517333,0
3234,0.15165830365369132,0
2175,0.15165830365369132,0
3042,0.15165830365369132,0
2783,0.1515744754951559,1
610,0.15157299379672637,0
538,0.15157299379672637,0
341,0.15148518033245534,0
644,0.15056689610015797,0
507,0.15010001980666138,0
2720,0.14948130954356253,0
3827,0.14901848174866042,1
714,0.14856942480948043,0
3828,0.14785694404403515,0
241,0.14716345282371407,1
449,0.14716345282371407,0
866,0.14715382163994437,0
1036,0.14698704983579342,0
942,0.14698704983579342,0
338,0.14698704983579342,0
928,0.14687604022784692,0
1525,0.1465041813659877,0
159,0.14637647906296788,0
4152,0.14634837909883877,0
632,0.14634837909883877,1
3878,0.14535614344432538,0
1850,0.14535614344432538,0
1759,0.14534767451650107,0
974,0.14524953204373547,0
3752,0.14514172480671916,0
3862,0.14501411615933366,0
575,0.1448466655542544,0
2377,0.14472764054782367,0
3575,0.14472764054782367,0
512,0.14467007489759662,0
3649,0.14467007489759662,1
917,0.14435953230977025,1
1860,0.14404684866593853,0
3759,0.1437196564689021,0
711,0.14341999795169744,0
1941,0.1424064080789214,0
1681,0.14226772644949395,0
1799,0.14226516362911454,0
1336,0.14217353533331534,0
2670,0.14192329074095897,0
1124,0.14139841957269525,0
2855,0.141314762771172,0
2226,0.14125352194665539,0
516,0.14104089556596236,0
1547,0.14090532500113762,0
201,0.14078759552964856,0
3125,0.14049025347906446,0
3468,0.1401862165144425,1
2935,0.1397579617877723,0
1140,0.1393331422225946,0
